Time of Record (Adjusted to Time Zone),,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
5/5/20 19:15,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/5/20 19:16,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Evening
5/5/20 19:16,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to,Evening,Bi-Directional,Evening
5/5/20 19:16,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/5/20 19:28,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to,Evening,Bi-Directional,Evening
5/5/20 19:37,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Evening
5/5/20 20:00,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/5/20 20:00,,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/5/20 20:07,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/5/20 20:15,,Good,"i1: Consuming art (e.g. movie, museum)",of something else; I neither want to nor have to,,Inflow,Evening
5/5/20 20:32,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Evening
5/5/20 20:42,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Evening
5/5/20 20:42,,Good,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Evening
5/5/20 21:00,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/5/20 21:02,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/5/20 21:13,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
5/5/20 21:15,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Night
5/5/20 21:15,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,,Inflow,Night
5/5/20 21:25,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
5/5/20 21:28,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/5/20 21:34,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Night
5/5/20 21:39,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Night
5/5/20 22:00,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Night
5/5/20 22:02,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
5/5/20 22:09,,Good,"i9: Self-care (e.g. grooming, pooping)",I have to,Evening,Inflow,Night
5/5/20 22:12,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/5/20 22:15,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Night
5/5/20 22:15,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/5/20 22:40,,Amazing,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Night
5/5/20 22:40,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Night
5/5/20 23:13,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Night
5/6/20 0:52,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Night
5/6/20 1:31,,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/6/20 4:00,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Night
5/6/20 6:29,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/6/20 7:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Morning
5/6/20 7:00,,Ok,i4: Exercise,I want to and have to,,Inflow,Morning
5/6/20 7:06,,Bad,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Morning
5/6/20 7:08,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
5/6/20 7:11,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/6/20 7:28,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Morning
5/6/20 8:05,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
5/6/20 8:24,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Morning
5/6/20 8:27,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Morning
5/6/20 8:29,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I have to,Evening,Inflow,Morning
5/6/20 8:30,,Ok,b4: Creative (e.g. painting),I have to,Evening,Bi-Directional,Morning
5/6/20 8:37,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/6/20 8:42,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Morning
5/6/20 8:44,,Ok,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Morning
5/6/20 8:48,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Morning
5/6/20 9:00,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Morning
5/6/20 9:00,,Bad,i3: Eating and drinking,I want to and have to,,Inflow,Morning
5/6/20 9:02,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Morning
5/6/20 9:08,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/6/20 9:15,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Morning,Bi-Directional,Morning
5/6/20 9:59,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Morning
5/6/20 10:00,,Good,"b7: Manual work (e.g., housework)",I want to,Evening,Bi-Directional,Morning
5/6/20 10:00,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
5/6/20 10:15,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
5/6/20 10:29,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/6/20 10:30,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Morning
5/6/20 10:30,,Amazing,"b3: Collaboration (e.g. meeting, appointment)",I want to,Morning,Bi-Directional,Morning
5/6/20 10:35,,Awful,"b2: Communication - Virtual, Social (e.g. messaging)",I want to and have to,Morning,Bi-Directional,Morning
5/6/20 10:45,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Morning
5/6/20 10:48,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Morning
5/6/20 11:05,,Ok,"b7: Manual work (e.g., housework)",I want to,Morning,Bi-Directional,Morning
5/6/20 11:31,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Morning
5/6/20 11:34,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Morning
5/6/20 11:36,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to,Morning,Bi-Directional,Morning
5/6/20 11:45,,Ok,i3: Eating and drinking,I want to,Evening,Inflow,Morning
5/6/20 11:47,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Morning
5/6/20 11:56,,Ok,b4: Creative (e.g. painting),I want to and have to,,Bi-Directional,Morning
5/6/20 12:03,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
5/6/20 12:04,,Bad,i10: Inflow - Other,of something else; I neither want to nor have to,Evening,Inflow,Afternoon
5/6/20 12:06,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
5/6/20 12:11,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/6/20 12:14,,Good,i4: Exercise,I want to,Evening,Inflow,Afternoon
5/6/20 12:15,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
5/6/20 12:17,,Awful,"i7: Observation (e.g. strolling, birdwatching)",I have to,,Inflow,Afternoon
5/6/20 12:17,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/6/20 12:18,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
5/6/20 12:24,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Afternoon
5/6/20 12:27,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
5/6/20 12:45,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Afternoon
5/6/20 13:26,,Good,"b10: Spiritual (e.g., meditating, praying)",I want to,Morning,Bi-Directional,Afternoon
5/6/20 13:31,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
5/6/20 13:43,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Afternoon
5/6/20 13:45,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/6/20 13:52,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/6/20 14:00,,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Afternoon
5/6/20 14:00,,Good,b4: Creative (e.g. painting),I want to and have to,Evening,Bi-Directional,Afternoon
5/6/20 14:02,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
5/6/20 14:07,,Bad,"b9: Socializing (e.g., partying, meal)",of something else; I neither want to nor have to,Evening,Bi-Directional,Afternoon
5/6/20 14:19,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Afternoon
5/6/20 14:29,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Afternoon
5/6/20 14:30,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
5/6/20 14:45,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/6/20 14:45,,Amazing,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
5/6/20 15:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Afternoon
5/6/20 15:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/6/20 15:30,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Afternoon
5/6/20 15:31,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/6/20 15:36,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
5/6/20 15:48,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
5/6/20 15:48,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Afternoon
5/6/20 16:00,,Good,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Afternoon
5/6/20 16:02,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Afternoon
5/6/20 16:05,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Afternoon
5/6/20 16:29,,Amazing,i4: Exercise,I want to,Evening,Inflow,Afternoon
5/6/20 16:30,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
5/6/20 16:30,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/6/20 16:42,,Amazing,i4: Exercise,I want to,Evening,Inflow,Afternoon
5/6/20 16:46,,Good,i4: Exercise,I want to,Morning,Inflow,Afternoon
5/6/20 16:52,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
5/6/20 17:02,,Amazing,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Evening
5/6/20 17:15,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Evening
5/6/20 17:21,,Ok,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
5/6/20 17:30,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Evening
5/6/20 17:31,,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
5/6/20 17:32,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Evening
5/6/20 17:46,,Good,i3: Eating and drinking,I want to and have to,,Inflow,Evening
5/6/20 17:53,,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/6/20 18:06,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Evening
5/6/20 18:15,,Good,i4: Exercise,I want to and have to,Evening,Inflow,Evening
5/6/20 18:18,,Amazing,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/6/20 18:21,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Evening
5/6/20 18:30,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Evening,Bi-Directional,Evening
5/6/20 18:32,,Ok,i3: Eating and drinking,I have to,Evening,Inflow,Evening
5/6/20 18:32,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Evening
5/6/20 18:33,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Evening,Bi-Directional,Evening
5/6/20 18:38,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/6/20 18:53,,Good,"b10: Spiritual (e.g., meditating, praying)",I want to and have to,Morning,Bi-Directional,Evening
5/6/20 18:55,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Evening
5/6/20 19:00,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/6/20 19:15,,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/6/20 19:16,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/6/20 19:29,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/6/20 19:41,,Bad,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Evening
5/6/20 19:41,,Good,"b7: Manual work (e.g., housework)",I want to,Morning,Bi-Directional,Evening
5/6/20 19:44,,Ok,"b8: Romantic (e.g., date)",I want to,,Bi-Directional,Evening
5/6/20 19:55,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Evening
5/6/20 20:00,,Ok,i3: Eating and drinking,I want to,Evening,Inflow,Evening
5/6/20 20:01,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Evening
5/6/20 20:02,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Evening
5/6/20 20:06,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Evening
5/6/20 20:15,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/6/20 20:27,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/6/20 20:27,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
5/6/20 20:47,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Evening
5/6/20 20:51,,Good,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Morning,Inflow,Evening
5/6/20 21:00,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/6/20 21:00,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/6/20 21:09,,Ok,"i9: Self-care (e.g. grooming, pooping)",I have to,Evening,Inflow,Night
5/6/20 21:15,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/6/20 21:15,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/6/20 21:15,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Night
5/6/20 21:18,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/6/20 21:20,,Good,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Night
5/6/20 21:35,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Night
5/6/20 22:06,,Ok,i10: Inflow - Other,of something else; I neither want to nor have to,Evening,Inflow,Night
5/6/20 22:07,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/6/20 22:23,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/6/20 22:34,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
5/6/20 22:34,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
5/6/20 22:46,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Night
5/6/20 22:53,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Night
5/6/20 23:00,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/6/20 23:44,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Night
5/7/20 0:06,,Amazing,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Night
5/7/20 0:30,,Good,"b8: Romantic (e.g., date)",I want to,Evening,Bi-Directional,Night
5/7/20 3:50,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Night
5/7/20 6:50,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Morning
5/7/20 7:00,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
5/7/20 7:06,,Amazing,i4: Exercise,I want to,Morning,Inflow,Morning
5/7/20 7:08,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Morning
5/7/20 7:27,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Morning
5/7/20 7:31,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Morning
5/7/20 8:00,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Morning
5/7/20 8:06,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
5/7/20 8:08,,Bad,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/7/20 8:12,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
5/7/20 8:12,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Morning
5/7/20 8:15,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Morning
5/7/20 8:37,,Good,i4: Exercise,I want to and have to,Morning,Inflow,Morning
5/7/20 8:45,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/7/20 9:00,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Morning
5/7/20 9:00,,Ok,"b7: Manual work (e.g., housework)",I want to,Evening,Bi-Directional,Morning
5/7/20 9:17,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/7/20 10:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Morning
5/7/20 10:08,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Morning,Inflow,Morning
5/7/20 10:09,,Ok,i4: Exercise,I want to,Evening,Inflow,Morning
5/7/20 10:11,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Morning
5/7/20 10:23,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
