Time of Record (Adjusted to Time Zone),Email,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
5/10/20 5:45 PM,0.04207113480625202,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/10/20 5:45 PM,0.41432378521528046,Awful,i10: Inflow - Other,I have to,Morning,Inflow,Evening
5/10/20 6:08 PM,0.08750354953947204,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Evening,Bi-Directional,Evening
5/10/20 6:10 PM,0.7219458495767971,Good,"b10: Spiritual (e.g., meditating, praying)",I want to,Evening,Bi-Directional,Evening
5/10/20 6:23 PM,0.41432378521528046,Good,"i9: Self-care (e.g. grooming, pooping)",I have to,Morning,Inflow,Evening
5/10/20 6:32 PM,0.053546897334000865,Amazing,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/10/20 6:39 PM,0.7458435954362609,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to and have to,Evening,Bi-Directional,Evening
5/10/20 6:45 PM,0.5230119531266414,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Evening
5/10/20 6:46 PM,0.10852475809758189,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
5/10/20 6:46 PM,0.33879887216117854,Good,i4: Exercise,I want to,Evening,Inflow,Evening
5/10/20 6:53 PM,0.7458435954362609,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
5/10/20 7:00 PM,0.6593225488258994,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/10/20 7:05 PM,0.306266188362607,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
5/10/20 7:15 PM,0.25970807074888325,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/10/20 7:25 PM,0.41432378521528046,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
5/10/20 7:33 PM,0.41432378521528046,Ok,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Morning,Inflow,Evening
5/10/20 7:33 PM,0.08750354953947204,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Evening
5/10/20 7:39 PM,0.8428097364292039,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Evening
5/10/20 7:48 PM,0.21399290811170335,Good,"i2: Exploratory (e.g. internet search, fb)",I want to and have to,Evening,Inflow,Evening
5/10/20 8:05 PM,0.6478801025509782,Ok,"b7: Manual work (e.g., housework)",I want to and have to,Evening,Bi-Directional,Evening
5/10/20 8:09 PM,0.5766835524276948,Good,"b7: Manual work (e.g., housework)",I have to,Morning,Bi-Directional,Evening
5/10/20 8:15 PM,0.4679025128092601,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Evening
5/10/20 8:25 PM,0.5766835524276948,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to,Morning,Bi-Directional,Evening
5/10/20 8:41 PM,0.306266188362607,Amazing,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Evening
5/10/20 8:43 PM,0.7731708725449643,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/10/20 8:47 PM,0.07166431874897428,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
5/10/20 8:48 PM,0.053546897334000865,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/10/20 9:26 PM,0.8428097364292039,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Night
5/10/20 9:30 PM,0.08750354953947204,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Night
5/10/20 10:20 PM,0.2092499418422893,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/10/20 10:26 PM,0.306266188362607,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Night
5/10/20 10:26 PM,0.21399290811170335,Ok,"b9: Socializing (e.g., partying, meal)",I want to and have to,Evening,Bi-Directional,Night
5/10/20 10:42 PM,0.7731708725449643,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
5/10/20 10:55 PM,0.21399290811170335,Ok,"b9: Socializing (e.g., partying, meal)",I want to and have to,Evening,Bi-Directional,Night
5/10/20 11:04 PM,0.053546897334000865,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/11/20 12:15 AM,0.306266188362607,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Night
5/11/20 1:05 AM,0.7731708725449643,Bad,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Night
5/11/20 6:34 AM,0.6593225488258994,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Morning
5/11/20 7:01 AM,0.410892172765857,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Morning
5/11/20 7:08 AM,0.7067347814443499,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/11/20 7:39 AM,0.8046453647887467,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Morning
5/11/20 8:02 AM,0.053546897334000865,Ok,b11: Bi-directional - Other,I have to,Evening,Bi-Directional,Morning
5/11/20 8:13 AM,0.6593225488258994,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
5/11/20 8:19 AM,0.21399290811170335,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Morning
5/11/20 8:23 AM,0.1891973955850632,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Morning
5/11/20 8:23 AM,0.1891973955850632,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Morning
5/11/20 8:45 AM,0.7067347814443499,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/11/20 8:59 AM,0.21399290811170335,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
5/11/20 9:00 AM,0.2092499418422893,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Morning
5/11/20 9:13 AM,0.306266188362607,Ok,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Morning
5/11/20 9:41 AM,0.0732407481040791,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Morning
5/11/20 10:00 AM,0.5230119531266414,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Morning
5/11/20 10:09 AM,0.22321679639639314,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Morning
5/11/20 10:26 AM,0.08750354953947204,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/11/20 10:34 AM,0.053546897334000865,Good,b11: Bi-directional - Other,I have to,Evening,Bi-Directional,Morning
5/11/20 10:48 AM,0.410892172765857,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Morning
5/11/20 10:57 AM,0.7731708725449643,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Morning
5/11/20 11:00 AM,0.7458435954362609,Good,i10: Inflow - Other,I want to and have to,Evening,Inflow,Morning
5/11/20 11:01 AM,0.21399290811170335,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
5/11/20 11:37 AM,0.5845256232710224,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Morning
5/11/20 11:39 AM,0.8428097364292039,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/11/20 11:45 AM,0.2620106905400832,Good,i4: Exercise,I want to and have to,Evening,Inflow,Morning
5/11/20 11:45 AM,0.2620106905400832,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Morning
5/11/20 11:45 AM,0.2620106905400832,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Morning
5/11/20 11:45 AM,0.2620106905400832,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/11/20 12:00 PM,0.07166431874897428,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
5/11/20 12:00 PM,0.29391579396123757,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
5/11/20 12:08 PM,0.053546897334000865,Good,"b10: Spiritual (e.g., meditating, praying)",I want to,Evening,Bi-Directional,Afternoon
5/11/20 12:20 PM,0.08750354953947204,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
5/11/20 12:22 PM,0.21399290811170335,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
5/11/20 12:25 PM,0.1891973955850632,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
5/11/20 12:25 PM,0.1891973955850632,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
5/11/20 12:30 PM,0.4154004326871584,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/11/20 12:37 PM,0.6593225488258994,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Evening,Bi-Directional,Afternoon
5/11/20 12:37 PM,0.41432378521528046,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Morning,Bi-Directional,Afternoon
5/11/20 12:39 PM,0.7067347814443499,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
5/11/20 12:45 PM,0.4679025128092601,Ok,i4: Exercise,I want to,,Inflow,Afternoon
5/11/20 12:59 PM,0.4129775318972444,Good,"i2: Exploratory (e.g. internet search, fb)",I have to,,Inflow,Afternoon
5/11/20 1:16 PM,0.306266188362607,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Afternoon
5/11/20 1:21 PM,0.25970807074888325,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/11/20 1:25 PM,0.8428097364292039,Ok,"b7: Manual work (e.g., housework)",I want to,Morning,Bi-Directional,Afternoon
5/11/20 2:00 PM,0.7731708725449643,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/11/20 2:28 PM,0.053546897334000865,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/11/20 2:39 PM,0.08750354953947204,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/11/20 2:41 PM,0.0732407481040791,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
5/11/20 2:41 PM,0.41432378521528046,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Morning,Bi-Directional,Afternoon
5/11/20 2:47 PM,0.8695821654152704,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
5/11/20 3:30 PM,0.306266188362607,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/11/20 3:30 PM,0.7326786744928209,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
5/11/20 3:30 PM,0.2620106905400832,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
5/11/20 3:30 PM,0.2620106905400832,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
5/11/20 3:31 PM,0.5230119531266414,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Afternoon
5/11/20 3:48 PM,0.07166431874897428,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Afternoon
5/11/20 3:52 PM,0.41432378521528046,Ok,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Morning,Inflow,Afternoon
5/11/20 4:00 PM,0.21399290811170335,Ok,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Afternoon
5/11/20 4:03 PM,0.41432378521528046,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Afternoon
5/11/20 4:09 PM,0.053546897334000865,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
5/11/20 4:25 PM,0.5845256232710224,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
5/11/20 4:30 PM,0.4679025128092601,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
5/11/20 4:32 PM,0.7731708725449643,Ok,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
5/11/20 4:32 PM,0.08750354953947204,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Afternoon
5/11/20 4:34 PM,0.2620106905400832,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
5/11/20 4:34 PM,0.2620106905400832,Ok,i10: Inflow - Other,I want to and have to,Evening,Inflow,Afternoon
5/11/20 4:36 PM,0.7458435954362609,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
5/11/20 4:36 PM,0.8428097364292039,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Afternoon
5/11/20 5:04 PM,0.21399290811170335,Ok,"i2: Exploratory (e.g. internet search, fb)",I have to,Evening,Inflow,Evening
5/11/20 5:17 PM,0.5845256232710224,Ok,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Evening
5/11/20 5:31 PM,0.41432378521528046,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Evening
5/11/20 5:34 PM,0.8428097364292039,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Evening
5/11/20 5:42 PM,0.07166431874897428,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Evening
5/11/20 6:00 PM,0.0732407481040791,Bad,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Evening
5/11/20 6:00 PM,0.053546897334000865,Amazing,i4: Exercise,I want to,Evening,Inflow,Evening
5/11/20 6:13 PM,0.6593225488258994,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Evening,Bi-Directional,Evening
5/11/20 6:26 PM,0.7458435954362609,Good,i3: Eating and drinking,I want to,Evening,Inflow,Evening
5/11/20 6:41 PM,0.7731708725449643,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Evening
5/11/20 6:42 PM,0.2620106905400832,Ok,i10: Inflow - Other,I want to and have to,Evening,Inflow,Evening
5/11/20 6:42 PM,0.2620106905400832,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/11/20 6:47 PM,0.8695821654152704,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/11/20 6:47 PM,0.5230119531266414,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Evening
5/11/20 6:49 PM,0.11474372029382096,Good,i3: Eating and drinking,I want to and have to,,Inflow,Evening
5/11/20 6:53 PM,0.08750354953947204,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/11/20 7:00 PM,0.6593225488258994,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/11/20 7:05 PM,0.5766835524276948,Good,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/11/20 7:15 PM,0.2620106905400832,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/11/20 7:15 PM,0.2620106905400832,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/11/20 7:18 PM,0.7067347814443499,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/11/20 7:48 PM,0.41432378521528046,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Evening
5/11/20 7:55 PM,0.7326786744928209,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Evening
5/11/20 8:01 PM,0.053546897334000865,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Evening
5/11/20 8:03 PM,0.21399290811170335,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Evening
5/11/20 8:27 PM,0.0732407481040791,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Evening
5/11/20 8:27 PM,0.410892172765857,Good,"b7: Manual work (e.g., housework)",I have to,Morning,Bi-Directional,Evening
5/11/20 8:45 PM,0.41432378521528046,Good,"b10: Spiritual (e.g., meditating, praying)",I want to,Morning,Bi-Directional,Evening
5/11/20 9:15 PM,0.2620106905400832,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
5/11/20 9:15 PM,0.2620106905400832,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Evening,Bi-Directional,Night
5/11/20 9:19 PM,0.08750354953947204,Ok,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Night
5/11/20 9:46 PM,0.306266188362607,Good,"i5: Fun (e.g. drinking, games)",I want to and have to,Evening,Inflow,Night
5/11/20 10:00 PM,0.053546897334000865,Amazing,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
5/11/20 10:10 PM,0.7731708725449643,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Night
5/12/20 12:00 AM,0.7731708725449643,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Night
5/12/20 6:03 AM,0.5845256232710224,Good,b4: Creative (e.g. painting),I want to and have to,Morning,Bi-Directional,Morning
5/12/20 7:00 AM,0.41432378521528046,Ok,"b10: Spiritual (e.g., meditating, praying)",I want to,Morning,Bi-Directional,Morning
5/12/20 7:01 AM,0.7067347814443499,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/12/20 7:43 AM,0.8046453647887467,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Morning
5/12/20 8:01 AM,0.08750354953947204,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/12/20 8:04 AM,0.6593225488258994,Good,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Morning
5/12/20 8:04 AM,0.6593225488258994,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Evening,Bi-Directional,Morning
5/12/20 8:06 AM,0.5845256232710224,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/12/20 8:40 AM,0.8046453647887467,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Morning
5/12/20 8:45 AM,0.8428097364292039,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Morning
5/12/20 8:46 AM,0.7067347814443499,Amazing,"b7: Manual work (e.g., housework)",I want to,Morning,Bi-Directional,Morning
5/12/20 8:47 AM,0.053546897334000865,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/12/20 9:00 AM,0.21399290811170335,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
5/12/20 9:00 AM,0.4679025128092601,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,,Bi-Directional,Morning
5/12/20 9:06 AM,0.41432378521528046,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/12/20 9:45 AM,0.4129775318972444,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Morning
